"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"52","206.18626449198416","15.112984977296959","4.854888714566652","-0.30959763676674124","0.11349999999999993","0.0322","0.19479999999999997","1216","0.0009876174456851497","0","0.0009876174456851497","0.0009876174456851497","52_37:0.016423187954229035","52_37:533.3333333333333","true"
"53","295.3340007596373","427.7963122670598","4.7677906765679605","-0.3105625096653012","0.015600000000000058","0.01639999999999997","0.0148","1216","0.00020068089872189062","0","0.00020068089872189062","0.00020068089872189062","53_60:0.008117457188226512","53_60:533.3333333333333","true"
"54","175.6655391725587","63.15452606173817","4.821586433287452","-0.310411116462148","0.02639999999999998","0.0348","0.018000000000000016","1216","0.00036374416759032757","0","0.00036374416759032757","0.00036374416759032757","54_45:0.012686550822913922","54_45:533.3333333333333","true"
"55","187.71009164588963","331.87563715258926","4.907505551608643","-0.3099926060240599","0.012599999999999945","0.016599999999999948","0.0086","1216","0.00019026899127466308","0","0.00019026899127466308","0.00019026899127466308","55_49:0.004442866564273951","55_49:533.3333333333333","true"
"56","173.46210689523429","16.932450054168168","4.455280719207545","-0.31803803916063483","0.03333333333333344","0.050000000000000044","0.016666666666666666","1216","0.0003251664806220331","0","0.0003251664806220331","0.0003251664806220331","56_52:1;56_57:1","56_52:881.7777777777777;56_57:768","true"
"57","233.7249337885173","2.6429130809643935","4.834732632595024","-0.31001546755225406","0.10539999999999994","0.0916","0.11919999999999997","1216","0.004542196381657432","0","0.004542196381657432","0.004542196381657432","57_58:0.10008821143290281","57_58:533.3333333333333","true"
"58","79.64103821156453","135.5125178940425","4.70869927215245","-0.31366733324274093","0.011800000000000033","0.0158","0.007800000000000029","1216","0.00036959450823394093","0","0.00036959450823394093","0.00036959450823394093","","","true"
"59","341.444182496541","405.9393550518136","4.810871384905674","-0.3102363990787504","0.033399999999999985","0.04039999999999999","0.0264","1216","0.0001647468109948994","0","0.0001647468109948994","0.0001647468109948994","59_60:0.004841411510623533;59_58:0.01967100539546915","59_60:533.3333333333333;59_58:533.3333333333333","true"
"60","257.51654078633544","498.6989842486732","4.672400466174615","-0.31324002018211905","0.013800000000000034","0.0148","0.012800000000000034","1216","0.00020945196032015763","0","0.00020945196032015763","0.00020945196032015763","","","true"
"61","313.9966924082747","349.63338943938277","4.901574231418826","-0.30995863458067757","0.0121","0.0144","0.009800000000000031","1216","0.00020076106581091595","0","0.00020076106581091595","0.00020076106581091595","61_60:0.007088557084921593;61_62:0.005178790023602997","61_60:533.3333333333333;61_62:533.3333333333333","true"
